tweet	label	sentiment
"Finalmente un commento normale:A. Coetzee, chairwoman of SAMA (the South African Medical Association):“Yes, it is transmissible, but for now, as medical practitioners, we do not know why so much hype is being driven as we are still looking into it”. https://t.co/pFQsqeZvX1"	S	0
#Omicron South Africa Egypt Turkey https://t.co/aF2ymSp8XT	O	0
"This is literally why travel bans don’t work, which we knew before the pandemic began, but like so many other things, we choose performance over science. https://t.co/0y8nWwsEJJ"	M	-1
Interesting thread on changes in early genome sequences from China and Moderna  Vaccine by @MartinaSisters  #RattusNorvegicus https://t.co/qdq9VY36Cr https://t.co/7hsyHsn8CR	S	0
"@JerryDunleavy Yes, but we are treading uncharted waters with the omicron variant. Until we fully understand it (hopefully in a couple of weeks), the prudent thing to do is to hope for the best and prepare for the worst."	S	0
Germany .. Pressure to impose more restrictions increases with the spread of “Omicron” https://t.co/jJrUd0bO4J	G	-1
"@MartinJBern @amcelha3 @jimdtweet @ejwwest @BubbasRanch @Kenneth72712993 @JohnDublin10 @4Clearsky @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof Still scared because you don’t know.  Fine, an hour?  Thats fair."	O	0
@gillyg2003 @sandjo5 @GillianOttaway @jonlis1 I travelled over from France in the summer and did the 10-day isolation at my mum’s. Will also be travelling over in 3 weeks time for Christmas and will be doing the same. Just wish the results of the PCR didn’t take so long as was hoping to get my booster jab before Christmas 😤	M	-1
"@DrMendalias Dr Youarestupid it's in your name,but it's what I would call https://t.co/oQE9A2by0j's because of idiots like yourself that the truth gets jaded.People have died after receiving the vaccine, it's disgusting that you can mock this.Enjoy taking your annual jab.Hope you survive."	A	-1
Munster player tests positive for Covid-19 in South Africa https://t.co/4Qcg0if9X2	O	-1
"In response to the question ""are you Pfizer or Astra-Zeneca?"" my answer is now "".....both."" #illtakeanything"	OV	-1
"“Omicron variant 😳 Are we ever getting out of the pandemic?“ with @docdanmd, @drcindymduke, @allergyhealth, @drleslieannmd, @keishaydavis, @drgeoffreymph, @sharonsmithmd, @vindeitch, @docnellcam, @solysolz. Today at 3:30 am on @clubhouse! https://t.co/J1XKGLZOIO"	O	0
"Still need your #COVID19 vaccine? Check out the upcoming clinics this week. View more information, including walk-in and appointment requirements online at https://t.co/bDrBGiIgMj. #CommunityImmunity #GetTheVaccine https://t.co/bFjSVLLS08"	O	0
"@paula_sb23 @devisridhar The Interim Advice included all on the flu jab list, ie ICS users, but they changed it last minute to 2+courses of OCS in the 24 months preceeding 14/09/21. Many have shielded and not caught viruses in that time, haven't needed OCS and so have been excluded."	S	0
"“While scientists say there is reason to be concerned over the variant, they stress there is still a lot we don't know…” https://t.co/1Cx54kue4y"	S	0
@jeffm1981 @FozzyBearPDX @MonicaGandhi9 @TimesofIsrael Seriously don’t get how people don’t understand that fully vaccinated people tested positive way before Omicron strain existed lmao. A + test tells us nothing about vaccine breakthrough. The fact that vaccinated aren’t getting very sick is a good sign the vaccine works against it	P	1
#MelbourneprotestWho wants to make a bet on how long it takes Dan to lockdown Melbourne over the Omicron variant?	M	0
Here's the latest news about the new omicron variant. https://t.co/KgBjjJ4DRk	O	0
@aj_narasimhan @jonmachota Or is it like the flu?? With all the players/coaches that have contracted Covid how many have died?	S	0
@JackPosobiec Thats the pandemic...	O	0
"@martyandchris @rufusgifford Being compassionate doubled the price of gas, raised inflation to record levels, let millions of illegal immigrants into the country with covid, that's proven, and covid actually being worse this year with a ""vaccine"" than last year.  Yeah, compassion shouldn't be in the WH."	G	-1
"@profnfenton Covid Hospitalisations &amp;/or deaths should be categorised as under…1. Unvaccinated: Never been jabbed2. Partially vaccinated: Jabbed one dose, or &lt; 14 days since 2nd dose.3. Fully vaccinated: &gt; 14 days after 2nd dose.I bet 95% will be seen within groups 2 &amp; 3."	A	-1
Omicron doctor says symptoms different to Delta and most cases are only ‘mild’ https://t.co/eyIETNzT7O	S	1
How to vote safely in the COVID election https://t.co/2PW91pEMqb	O	0
"@Cecil_234 Oh LORD... At this rate, we'll never be free from this pandemic... We'll never win... 😩"	O	-1
Only fully vaccinated travellers from the UK allowed into Spain from December 1st https://t.co/q2lRFgmuKd	G	0
@PoliticsForAlI South African official says the variant causes mild disease https://t.co/sn7nwg0gHz	S	1
@nytimes None of the decision makers care whether omicron would be more transmissible or about hospitalizations / severe illness. They already know it's not. They need an excuse to sell more vaccines.......	A	-1
Use Apple Wallet to store your COVID vaccination card. Here's how to set it up - CNET: #Tech #Data CC: @motorcycletwitt @mikequindazzi https://t.co/HEjdTqans8 https://t.co/OtHzcrAJ30	O	0
@TamilTheHindu Covid cases were increased after Namste Trump. My wish is same shouldn't repeat after Putin..	G	-1
"@amrakunj As Germany stated by the end of winter people will be vaccinated recovered or dead, let’s see how loud anti vax’s are in summer next year, 98% of all people in icu’s are unvaccinated, let’s charge all unvaccinated to help pay the mental health bills of the angels caring for you"	P	-1
India A face South Africa A in 2nd unofficial Test amid threat of new COVID-19 variant | Cricket News – Times of India https://t.co/Q3ugoClKVX	G	-1
"this is my Aunt, she had both of her pfizer vaccines. this is her now!  https://t.co/MK7ERlL4cS"	A	-1
"@kevinrns COVID 19  is  a  biological  weapon: The  objective  of  this  pandemic  is  to  destroy  the economies of China’s geopolitical and regional rivals (The  United  States,  UK,  India and Brazil): https://t.co/CRncflXFiz"	G	-1
"@Knight2Archer @fraudfauci1 @maxy_durand @ZubyMusic Selfish? My vaccination status has zero bearing on anyone else, you keep muttering the MSM mantra, good luck again, who in their right mind trusts the government? Who in their right mind trusts Big Pharma? Again, have fun hope you do well with your boosters for life. https://t.co/kp1IksFKw3"	A	-1
"With Biden, it is unlawful for mandate of vaccine due to illegal local health."	G	-1
"@Guilfoyle4 @globalnews Omicron variant first found in fully vaxxed people. Enjoy Christmas lockdown with everyone, jabbed or not. 🤣"	A	1
@HeymanHustle @WWERomanReigns @WWEUsos @WWEBigE @AustinCreedWins @TrueKofi @peacockTV @WWENetwork @WWEonFOX @btsportwwe @barclayscenter Ar you as bord aas I am in this quarantine?	M	-1
"You think you're helping us by not wearing masks or getting vaccinated? We had 1,403,477 tests on the 14th.If every test averages $120 well we we gave big pharma $168,417,240 in just one day.You all are ruining our country HYPOCRITES. https://t.co/cKtWdoxIrd"	P	-1
"@Plimma_J @of_davey @TheBloodGuy3 @ryanciminski But the flu shot isn't a vaccine either. You can do an internet search on the effectiveness of the shot and it is different every year. Funny thing about the flu shot, it boils down to ""an educated guess"" on what strains are going to be present this year"	S	0
@afowler06 I was in hospital back in Jan with covid it developed into pneumonia it was a scary time.I am now fully vaccinated and had a booster today.However I agree enough is enough we need to move on.I will happily protest along with the unvaccinated because even the vaccinated had enough	A	-1
"@NBamford3 Omicron causes myocarditis and blood clots, dontcha know? https://t.co/Dc0A5JKPJr"	S	-1
More than 50% #COVID19 cases from the most educated state of India is #Kerala on daily basis ……..Wow !!!!!	S	-1
@dealatrip Yes but she wants an 8 day quarantine &amp; an additional test - not everyone can isolate for a further 10 days. I am so done with this government &amp; their knee jerk reactions	M	-1
Well said sir! Another video the #world should see and listen to #COVID19 #covidvariant @BBCWorld @SkyNews  @WHO @CNN @FoxNews @SABCNews @ewnupdates @eNCA @euronews https://t.co/0aBqJ0CKZN	O	0
"@BigIndianGyasi I had the J&amp;J for my initial vaccine and just yesterday I got my Moderna booster. Other than a sore arm over the first 24 hours with both, I’ve not experienced any other issues I’m 55, cancer survivor and have a-fib but feel fine."	OV	1
"@fox13seattle “The new Omicron variant of the Coronavirus results in MILD disease, WITHOUT prominent symptoms.” -Angelique Coetzee, the chairwoman of the South African Medical Association."	S	1
"@Fisheagle1994 @AsandaUnathi2 @Derek_Hanekom You have skipped the question, lets go back: if people dont jab, how does that affect you who have jab ??? Lets deal with that first"	A	0
"@Just_Kram @RevengeOfTheMoo I get the slippery slope argument here and I suspect, though, that it's a socio-economic agenda that is driving this bifurcation. e.g. many of the #VaccinePassports protesters are actually vaccinated and, like me, are opposing the socio-political actions and consequences."	OV	-1
"@firefoxx66 @nextstrain @firefoxx66 Can you tell why 21H #Mu is almost unknown to a wide audience, while #Omicron became famous in a few days?"	O	0
@phyzerbunny @10DowningStreet Didn't happen in Japan. See https://t.co/tAPg7z3vvx	O	0
@EDenhoff @sabrinagrover @KenBoessenkool G20 needs to pay for Global Covid Vaccination!	G	0
Sushmita Sen shares her experience of shooting for 'Aarya 2' amid pandemic  https://t.co/oxxCbANRc5	O	0
"Why the Omicron variant is dangerous?  Omicron’s Spike is so heavily mutated concerning antibodies produced in the human body after vaccination, which target Spike protein.Comparison between Delta and Omicron :Red spots are mutations. https://t.co/wN60EYiHq7"	S	0
On Friday I was at Chris’s funeral in Oban. He’d been a friend since school. He died because of Covid. I was holding it together until they played this as we filed out of the church. Don’t you dare tell me this is over. https://t.co/HwB5fxDOSX	O	-1
The new guidelines will come into effect from the midnight of December 1.#NewGuidelines #COVID19 #Omnicron #InternationalPassengers https://t.co/QjXf2Y1RR6	M	0
"When Omicron is identified in England vs when Omicron is identified in Scotland, according to @BBCNews.https://t.co/roxwLOhsVPhttps://t.co/ELWvtU5QcAThere is no @BBCEngland https://t.co/K4Kfmrm1A1"	G	0
@GMB @British_Airways @NickDixonITV Will flights to the Netherlands be cancelled due to partial lockdown?	G	0
Honestly it's a matter of time that my family and I get covid even when we are vaxxed.	A	-1
@MatthewStadlen @EssexPR Look at how many people like your tweet. Covid is more popular than you 😂😂😂	O	0
"‘Forget About the Travel Bans, Let’s Go Vaccinate the African People’: CNN Medical Analyst Emphasizes Vaccines to Combat Omicron Variant https://t.co/HCyjq6oxSn"	G	0
@Im__Ken @American_Alley2 @SsdHvn @TMzedg @Vet4DJT @duckusa @Elissa4R @TC_Rh25 @keith0sta @1Gforce45 @FreeLucy3 @Josearoni10 @emma6USA @Aggieman20 @twnkltwinkle @MishaO1989 @timfisher836 @TheGrayRider @D3Deplorable @TrumpPuppy9 @PauWitkowski @TrishForTrump @Rightalways19 @MAGA__Patriot @Bellamari8mazz 100% of Covid-19 is the Xi Variant	O	0
@BailieCandace @Numbers28 @ron_humphrey We’ve promised far more than we have delivered. https://t.co/e58ciVs2md	O	-1
@CryptoWhale Omicron is the future bruh. ! To the moon https://t.co/ZJpKqrWTjp	O	1
"We suck. I mean JesusMaryandJoseph,,,,we seriously suck. Wear a damn mask. Go get the vaccine. https://t.co/4fRkMgLKCK"	P	-1
@WHO let the #COVID19 out... #WHO let the #DeltaVariant out...#WHO let the #OmicronVariant out....WHO... WHO...  WHO...#covidvariant #Omicron #DeltaVariant #COVIDIOTS	A	-1
https://t.co/l1wVFLla4lLet's Talk is supporting the UN's campaign to stop violence against women and girls.  Change starts with you and me.#16-days-of-activism-2021💛💚💙	O	-1
@DanCrenshawTX No dummy . Lockdowns are temporary measures to give hospitals breathing room while they clear the beds in high COVID situations. Hate stupid people	M	-1
This was laid out in the last meeting of the Oregon legislature's COVID-19 response team.https://t.co/hXcEiphlWm	G	0
@OurBestTimeline People need to re-read Herbert Simon on institutional rationality &amp; the capacity of institutions to make decisions.The response to the pandemic exemplifies bounded rationality.	G	0
@SandraDunn1955 @Jennyflower Yes it can be. Gastrointestinal problems seem to be common in children after covid. My daughter had ongoing nausea. Doctor said the virus can upset gut microbes. Worth following longcovid kids support group for advice if you are on Facebook. Probiotics may help but check with doc	OV	-1
"Douche Bag Trump Would've Already Made a Vaccine for Omicron Variant, Trump Stump Cow, Stephen Miller Claims https://t.co/KwGeHnRiWD"	G	0
"@DoubleEph @oluafolabi @Tomi_Oladipo @Kdenkss Tbh, facemasks are just gate passes, Covid is a none issue to a majority of the population, people can’t feel it. In most communities, lives are lost to less serious ailments, so why should corocoro be such a big deal, that we pay for it with our livelihood?"	A	-1
"@thankanartist @ABC7 It is a shame the ""vaccine"" doesn't work.Natural immunity does work. Yet they are firing EMT's, doctor's and nurses with natural immunity. This is not about health is it.#ControlAgenda"	A	-1
@greta While covid carriers walk into the US across our southern border?  When will this hypocrisy be addressed?	G	0
"i gotta admit, omicron is a sick name"	O	1
@medschooladvice @tmccull603 The BIGGLIEST LOSER made covid 19 a political issue when it's a public health issue https://t.co/Zqb7NJ9r5f	G	-1
Finally arrived at Sai Gon after 7-day quarantine ✈️ https://t.co/bCFNfUp9hW	M	0
"Indeed.,.what better way to reduce population by spreading #OmnicronVariant #Covid_19 so more wealth for remaining few#ThankYouModijiWatta #Masterstroke😎Btw...with poor dead- will u clean your toilet🤔 https://t.co/7SoKp8JFM3"	A	-1
"“The South African public health labs are hugely to be commended for sequencing this, finding it, sharing the data … I really hope we’re not disincentivizing other countries from doing that if they have huge economic consequences because of travel bans.”https://t.co/VQ8fySlGCL"	S	1
Fck FNC! I had already noticed that Rowoon is working non-stop. I bet this agency doesn't even let him sleep or eat properly. Clearly they are not concerned about his health. Let the man get vaccinated mf!! https://t.co/miFg90Bzbz	OV	-1
"Covid: New Omicron variant not a disaster, says Sage scientist https://t.co/RpLuz6V1qJ"	S	1
@laesafaith @richardzussman You need to take your own health into your own hands. Everything you should have been following and knowing about that you haven’t is right here https://t.co/dwwWFJrSD3	O	0
"The eighteenth variant Omicron is their newest push to contain and control us.They've lost the narrative, sane people don't give a shit about COVID anymore and they are absolutely desperate to cling on to that power the last 2 years has brought them. I will NEVER COMPLY."	A	-1
"November 26, 2021 9:20 PM EDT Real-time mapping of #COVID19  #nCov (2019-nCoV) Global Cases (Confirmed Cases and Total Deaths)  https://t.co/oqeBcFG6H9    Daily New Cases: 587,118 (Bad news)Daily New Deaths: 6,939 https://t.co/dIIxYkeywn"	S	0
@JoeBiden Pharma co. need more taxpayer money for new boosters &amp; new test kits for new variant. They have already spent the billions of taxpayer money to create a vaccine &amp; testing for a virus that has affected 12% of America &amp; killed .3% of the population! Get our checkbook out!	G	0
@covid_clarity I represent Mama Theresahttps://t.co/Np0JMkqluy	O	0
"@latimes Let’s go OMNICRON, beat Omicron"	O	0
@disclosetv Finally the Necronomicon variant arrived to reinforce the #COVID19 Nazis on their war against natural rights.	A	-1
@VincentLavinci @Artsy242 You the one not thinking. Natural immunity is 13 times stronger than Pfizer vaccine (best there is) and you think purposely weakening your body's defence is the solution? 🤦🏾‍♂️	A	-1
"Swiss vote in Covid passports.60/40 in favour.In my opinion, why it would be different here:▪️We’ve had 4 mths of freedom▪️Hospitality is on its knees▪️Large % of ethnic groups are unvaccinated ▪️Scottish &amp; Welsh leaders admitted no evidence except to coerce vaccinations"	G	0
@ccmc77 @FahQseattle @komonews I'm naturally immune.  Vaccine not needed	A	-1
@KumarKumar413 @ndtv Everybody knew about COVID too..dekha na kya haal hua..Gappu fir barbad karega desh ..this is not panic this is giving them heads-up	O	0
"Omicron is coming for you!!! Quick, hide under the couch! I’ve had Covid twice now—why not go for 3. I’ve had flus that were much worse. As Esther once said, “If I perish, I perish.” Just a reminder of how short life really is!"	A	-1
@vngalwana @zilevandamme What people also don’t understand is that unvaccinated ppl are breeding grounds for new mutations. Much like a weed that’s left in a garden. With every new variant the vaccine become less effective so boosters are needed. So the unvaccinated are really the ones making this worse.	P	-1
Omicron... everything reminds me of him...	O	0
@jeff_villano2 Yeah gee I wonder why. We are the same and now mandatory vaccines for kids to attend schools we are over 90% vaccinated and have to wear GDF masks all day long 😡	M	-1
The Ministry of Health and Population announced Sunday the reception of 3.89 million doses of Pfizer vaccine through Covax and Gavi.https://t.co/AzwPRKFgN8	OV	1
"@GordonBrown @guardian Rolling out to the younger end, where there is minimal risk of severe illness, is a mistake. Dame Sarah Gilbert warned of this. Vaccine supplies should have gone to developing nations as soon as we had protected the top 9 groups."	OV	-1
@AdamWeinstein @daveweigel Gezum crow. Look at the death rates from the last wave. Vaccines WORK. And @POTUS has done everything in his power to get Americans vaccinated. States that didn't show us that vaccines work. Their deaths are higher.	P	1
"@JoeDeertay @FMcmasterson @Mattschmer @ABC They do have the data and data from other countries also.  4.25 billion vaccinated around the world.  Since end of Dec.  They have lots of data, but new varriants change the game."	S	0
@freewheel33 @CoslettLinda The point was to say ivermectin won a Nobel &amp; does reduce Covid death considerably	A	0
"@ValoisDuBins @talkRADIO @Iromg @THEJamesWhale The current pandemic isn't dangerous for the vast majority of people, 99% of people who get covid survive it.Those who are at danger should be left to their own devices to protect themselves, instead of forcing the whole society to put their lives on hold for them."	M	-1
"@DonCryptoDraper @krugermacro And also importantly that we will have more data/info in 2 days as sequences are uploaded, 2 weeks when biontech will have lab data"	S	0
@kyriepaoli @Astevenson30 @RealCandaceO You people are nuts. I just recovered from Covid. I’ve had worse symptoms from food poisoning for Christ sakes.	A	-1
Covid has become too big of a business for it to ever go away ⬇️⬇️⬇️ https://t.co/UDA7xjhJ2j	O	-1
@BBCBreaking @PedzisaiRuhanya Hence banning travel is appropriately done. No Bristol must leave Britain to contain the 4th variant Omicron. So why should Africans cry for travelling to a country where Omicron has been dictated. #Africanlivematter	G	0
@lunga_Mzimba Like the same Dormicum used to sedate patients is now used for covid..he is a real moron this guy surely	O	0
@DYO_Research Whatever hater. Just cause you love Fauci and the media stop bothering other people. I’m vaccinated and I don’t tell others what to do. Who the F are you to do so you are safe right?	OV	-1
Remember when President Trump caught covid and said the doctors gave him something great but he doesn't know what it was that should tell you everything you need to know about this BS vaccine scam.	A	0
"@Sulcharae Seems a lot of year Rs are out with cold, tho some with covid, so plenty of germs going around 😬"	O	0
"The mutation in Omicron ,also know is B.1.1.529, could help the virus evade the body immune response and make it more transmissible .It could take week to know if current vaccine are less effective against it. https://t.co/DyzhU7TRzi"	S	0
"@hrw rusty cutlery in the room. Babies don't even have a tetanus vaccine. I called the police. I tried to do it, but the officers listened and said we can't do anything and left. He said it's not a crime to shout at children in Germany, he said it's not a crime to scare him and left."	O	0
@k_obrien55 @NHL How much of a fight did the organization put up for its players and staff or was opening the new arena on time more important?It seems business came before the safety of people which is sadly not a new phenomenon during this pandemic.	M	-1
@phis0n @Datenshi_23 what vaccine u taking	OV	0
Omicron: everything you need to know about new Covid variant https://t.co/Rl0pR9b6PV	S	0
@BlueDino38 @LozzaFox @TwitterSafety He's talking about vaccine deaths you 🤡 😂	A	-1
"China is imposing quarantines of up to 7 weeks for cargo ship crew, and it's bad news for the supply chain https://t.co/fYjuOAfIkQ via @businessinsider"	M	-1
When is it safe to restart #workout routines after recovering from #COVID19? Here's what the experts say. https://t.co/dKF3hCxchC	S	0
@ZubyMusic This name sounds like some sort of transformer that’s here to make sure you go get the vaccine. TRANSFORMERS-BLOOD CLOTS IN DISGUISE.	A	0
Deadline for vaccine mandate for essential border crossers to be extended https://t.co/nTzXkiuQQG	M	0
"Footage of Stephen and Tony in the office, deciding how long people should quarantine for. https://t.co/bfP44T7hql"	G	0
@MarylouiseMcla1 2 weeks ago the scientists were mystified. One look at your bio is all i need to see to understand your one of the technocrats right behind the scamdemic. https://t.co/9VXpMVQzeG	A	-1
@briantylercohen The goal is PROFITS. This entire Anti-Vaxx Anti-Lockdown Misinformation war on the living has been perpetrated by Wealthy Right Wingers like Koch Industries. They are making profits hand over fist since the pandemic began. Death and all that follows is inconsequential.	A	-1
@BiancaBelairWWE @YaOnlyLivvOnce Are you as bored as I am in this quarantine?	M	-1
"In case you missed it: Obscure cryptocurrency with the same name as the newly detected COVID-19 variant, Omicron, is surging: by @BillyBambroughhttps://t.co/JRPV5eqtyv"	O	0
@TheShovel Maybe by then there will actually be something to quarantine for	M	-1
"China study warns of 'colossal' COVID outbreak if it opens up like U.S., France maintained a zero-tolerance, importance of containing local cases when they are found outweighs the disruptions caused by efforts to trace, isolate and treat the infected.https://t.co/rpMjIw2dxY"	G	-1
"@TrumpHotels Donald Trump, Remorseless Asshole, Apparently Won’t Encourage People to Get Vaccinated Because It Would Be Doing Biden a “Favor” https://t.co/XHdRIOwfJf via @VanityFair"	G	0
Vaccine production for new variants is actually very fast. https://t.co/8Hbz1eLlIu	S	1
@mingrande__ Baby Covid cases are rising here 😭	O	-1
"@rinewithoutacat Covid 19  is  a  biological  weapon: The  goal  of  this  pandemic  is  to  destroy  the  economies of  China’s  geopolitical  and  regional  rivals (The  United  States,  UK,  India and Brazil):  https://t.co/CRncflXFiz"	A	-1
"@DrTomFrieden So? People know the risks but make a choice. THEY live with that choice, not the people vaccinated. Smoking for example is a choice, and people know that smoking will most likely kill them. Smoking is still the LEADING cause of preventable death worldwide."	O	-1
The Latest #CovidScariant #Omnicron #COVIDIOTS#COVID19 https://t.co/CbeIkA9erk	O	0
@415holgate How in the ever-lovin’ hell does she think the Covid deaths have been a good thing??  Fox News should be shamefully embarrassed to have such idiots as their anchors‼️🤪 They should be ashamed PERIOD‼️	O	-1
